user,waktu,review
Okta Nugroho,4 tahun lalu,Yukk ke gunung  klud nanti dapat uang 3000 juttaaa
PUR WANTO,7 tahun lalu,Bagus
Rhofie Muarif,3 tahun lalu,"Ingin kesana, tpi masih nunggu teman2 yg lain"
Nizam Saja,7 tahun lalu,Tempatnya bagus tapi tidak ada wahana ekstrim
Hanifah Dewi,7 tahun lalu,"Tempatnya indah banget
Cantik
Udaranya sejuk"
Nuni Indah,7 tahun lalu,Tempat wisata yang indah
Wanto noltuju,setahun lalu,Medannya sangat menantang😂👍 …
Den Jatayu,8 tahun lalu,Its not too high.  But u can see green crater and beautiful scenery.
Ratin Kbm,2 tahun lalu,DI rmh saya ad gunung juga gmn udh gkaktp lgi
Trisakti Hari Suryanto,6 tahun lalu,Sudah memiliki hutan/taman bunga edelweis
Wuriawan Saputra,3 tahun lalu,Ke kawah gunung Kelud pas kabut tebal & angin kencang
Galoh Novika,6 tahun lalu,Apa udah ada jln setapaknya d sana..apa klu belum agustus masih berembun..
Tri hatmayanti,4 tahun lalu,Tempat yang perlu dikunjungi selain Bromo
Cindy Clarissa,3 tahun lalu,bagus banget
A S K,6 tahun lalu,joss
dewi ananda,7 tahun lalu,"Keren View nya dan Treck Nya, Subhanallah"
M Rifa'i,7 tahun lalu,Tempat nya sungguh sangat keren dan sejuk
wahyu christianto9900,2 tahun lalu,Salah satu wisata kebanggaan orang kediri
Caem abiz,8 tahun lalu,"Tempat , yg bagus . untuk pecinta touring"
Andy Kusumaninggar,3 tahun lalu,"Letusan yg dulu dasyat, abunya sampai kemana mana"
Dedy Purnawan,4 tahun lalu,indah
Sofi Wahyuningtyas,7 tahun lalu,Gunung kelud adalah salah satu tempat wisata di kota kediri
agung aje,6 tahun lalu,Pemandangannya indah
Fendy Setiawan,4 tahun lalu,"Terletak di KABUPATEN BLITAR, tempat yang sangat keren 😍😍 …"
sukanto masgun,3 tahun lalu,Belum pernah kesana cuman baca-baca komentar aja.😂😂 …
mmaskur 1,6 tahun lalu,Keindahan tebing dan kawah
Aris Ayank,7 tahun lalu,Sekarang semakin bagus
SYEIKHU ALFA RIDHO,7 tahun lalu,Pemandangan nya indah.. Tiket nya murah
Martono L,5 tahun lalu,Pintar2 cari spot buat ambil foto.....
Mohammad Khafid Barokum,7 tahun lalu,Tempat yang bagus untuk wisata bersama keluarga
Muhammad Syamsudin Aminnurochman,6 tahun lalu,"Pandangannya indah, cocok buat foto-foto"
Wulan Panca,8 tahun lalu,Walaupun masih pada tahap pembangunan wisata
Imania Larasati,8 tahun lalu,Bagus sekali pemandangan di Gunung Kelud👍 …
malvin piero,7 tahun lalu,Very fantastic!!! This is one of the beauty of Indonesia. Great mountain
dwi istyowati,4 tahun lalu,Dendy Sky View TAgung
Danc spectrum,7 tahun lalu,"Dingin banget ,, cocoklah buat menyegarkan kulit"
Della Hanifa Putri Suryani,5 tahun lalu,Pemandangannya sangat indah
Bengkel tv sinar servis,5 tahun lalu,Waktu meletus abunya nyampai di klaten tebel banget
Saras Suratmi,setahun lalu,Tempat nyaman buat nyataj
Andreas Nugroho,Diedit 6 tahun lalu,Cocok utk rekreasi bersama keluarga
shobari karim,7 tahun lalu,"Pemandangan yang menakjubkan, saya suka tempat ini"
Rendy H Izzano,4 tahun lalu,Keren
Yudhi Aripurnomo,8 tahun lalu,"Salah satu andalan wisata kab blitar, mantap 👍 …"
Yudi Minitrek,5 tahun lalu,Gowes sampai pintu gunung Kelud dari Surabaya
Taraksa Official,8 tahun lalu,Ini merupakan jalur bagi para pendaki gunung kelud.
qurbaidh firdaus,4 tahun lalu,Pemandangannya bagus
fajar ariant,8 tahun lalu,Aman tp hrs berhati hati
Rais Malik,3 tahun lalu,Tempatnya bagus dan sejuk😊 …
Ervita Nindy,8 tahun lalu,Wisata alam yg bnar benar indah.
SAYAKTI HADIAN,3 tahun lalu,Bagus sekali pemandanganya.
Andrianna,Diedit 3 tahun lalu,nice place
Aldi K,setahun lalu,Aspal masih banyak yang rusak
Wawan Putri's,8 tahun lalu,"View scend yg keren, setelah erupsi...  Good view"
HIJRAH BIKHOIR,4 tahun lalu,Kayaknya indah...nuansa alamnya masya Alloh...
binti khotimah,5 tahun lalu,Bagus banget gunung nya 🤩🤩🤩🤩😔 …
Pecinta Politik,4 tahun lalu,Cocok dinikmati pagi hari.
Herri Agusti,6 tahun lalu,Pemandangan toppp
Edi tri Mulyono,4 tahun lalu,Nyaman
Gunawan Satyakusuma,5 tahun lalu,Salah satu dinding gunung kelud yaitu bukit sumbing
Naufal Jaball,3 tahun lalu,Wonderful!
Yussy Apple,5 tahun lalu,Via tulungrejo
dani pramasitha,8 tahun lalu,PEMANDANGANNYA 100% INDAH
Hanif Alexandria,7 tahun lalu,"Ada 2 jalur
1. Kendaraan
2.pendakian"
Didik Kanciel015,6 tahun lalu,Pemandangan nya indah dan sejuk udaranya
Ani Anastasia,3 tahun lalu,Sumpah keren banget tempatnya
Arie alfaShanty,7 tahun lalu,Salah satu destinasi wisata kota Kediri yg indah
Linda Triyanti Wongso,8 tahun lalu,"Sejauh mata memandang, hamparan bukit hijau,,"
Enggar Evika,7 tahun lalu,Anak2 seneng
anggrek ungu,setahun lalu,sangat indah dan jg tdk cape
Mariem Ouaja,8 tahun lalu,"Beautiful place,  but we still can't access to the volcano,"
al kencleng,6 tahun lalu,bagus pemandangannya
Choirul Arif,7 tahun lalu,gunung kelud adalah tempat wisata alam yang bagus
Puput Silviana dewi,2 tahun lalu,Ingin kesana lgi klo ada libur panjang
bagas zeha,setahun lalu,G Kelud Blitar kec garum mantab
E Hartono,8 tahun lalu,Destinasi wisata wajib dikunjungi jika ke blitar...
The Dropers,8 tahun lalu,"Bagus,saya terakhir kali tahun 2014 ke sana."
PP Roudlotul Mushthofa,setahun lalu,Biar bintang yang berbicara
Bachtiar Azhar,2 tahun lalu,Top seru tapi ketemu sama pendaki trouble
mfajarr,7 tahun lalu,Tempat yg cocok untuk keluarga..sejuk
Ikam Gading Fajar Romadhon,6 tahun lalu,Tempat nya masih asri dan Nyaman
Ongki,2 tahun lalu,Pemandangan nya indah.
Pandega Hutama,7 tahun lalu,Cocok buat refreshing
erna wati,5 tahun lalu,gunung ku memang bagus gunung klud
Lembayung Senja,8 tahun lalu,Tanjakannya bisa buat ngurusin badan 😅😅😅 …
Rizal Nuraziz,4 tahun lalu,"Beautiful place, you can find new experience in this place"
Imam Hanafi,7 tahun lalu,Kipa ilakes#gunung kelud
indri kristianti,7 tahun lalu,Wisata alam yang bikin hati adeem
Agung,7 tahun lalu,"Sejuk, banyak tempat wisatanya."
MUHAMMAD FARID OFFICIAL,4 tahun lalu,"Adem,asri,mantaps pokoknya"
Naila Sajidah,7 tahun lalu,Pemandangan yang disajikan sangat indahhhh
Adamstark Yossaadam,7 tahun lalu,Tempat dan view nya baguss bgt
Tomen Arief,4 tahun lalu,Pmandanganya sangat epic skali😁👍👍👍 …
Konyel balap,5 tahun lalu,"Kak,kelud saat ini masih tutup apa udah di buka?"
Edo Al Luhatfim,3 tahun lalu,Dingin..kadang berkabut
Zidan Alfa,2 tahun lalu,Puncak sejati 1.731 mdpl
Ebit Priyono,8 tahun lalu,Mantappp
Anto DM In action,4 tahun lalu,Mengasyikkan
nimasekar,4 tahun lalu,Lebih bagus sebelum meletus dulu
Setrenan Muebel,3 tahun lalu,Suasananya sejuk dan nyaman
Mas Hudi,7 tahun lalu,"Pingin main ksni lg,kpn ya,,,kpn"" aj deh,klo lg ad wktu................."
Derby Prayogo,6 tahun lalu,Mantap. Banyak spot foto nya
Muchammad Ilham Muzadi,9 tahun lalu,Pemandangan sangat menak jubkan
Salman Nur Fitriawan,6 tahun lalu,"Bagus tempatnya, cocok untuk wisata"
MARZ TRANS,2 tahun lalu,sungguh indah pemandangan'y
tarmuji sudrajat,7 tahun lalu,Bisa diakses dengn motor dan mobil.
Dimas Adi Saputro,7 tahun lalu,Tempat paling asik buat ngehilangin stres.
Queen Fashion,8 tahun lalu,Setelah anak kelud hilang jadi makin cantik
Vandi Fatan,6 tahun lalu,Sekarang gunung kelud banyak perubahan udah dibeton
fazza cha'em,setahun lalu,Tempatnya indah banget
Rustam Rustam,2 tahun lalu,Pemandangan yang sangat indah
Oding Bintara,7 tahun lalu,Wisata Alam yang menggairahkan. Mantafff
Meiko Kdr,8 tahun lalu,Hawanya sejuk bikin ingin kesini terus
Aditya Sasongko,7 tahun lalu,Masih belum bisa masuk ke kawahnya
John Kechenk,3 tahun lalu,Sangat indah
Intan Ayumawarni Perdana Putri,7 tahun lalu,💕💕 …
Lopa Vember,7 tahun lalu,Ciptaan allah
Blitaryan,4 tahun lalu,Seru tukang ojeknya ramah
Judi Undi Pristawa,8 tahun lalu,Bagus sekali untuk tempat wisata
Herman Buyle,8 tahun lalu,Not to high.  On the back of a motorbike you can go far.  Also try the nanas
Imam Kanapi,3 tahun lalu,Pemandangan yang sangat indah
Dina Febriana,8 tahun lalu,tempatnya keren ketinggianya cukup
Ali Baba,8 tahun lalu,View yang bagus..instagraviable banget dah
Hendra Wijanarko,7 tahun lalu,Suasana alamnya sangat terasa
Mufidz firmansyah,setahun lalu,Gunung aktif di kediri
Ayatulloh Nur Isnaini Arba'i,6 tahun lalu,Salah satu gunung yang mudah untuk dikunjungi 😁 …
Siska E A,5 tahun lalu,"Wisata alam terfavorit,"
zainal kenshin,6 tahun lalu,Bagus sekali andainya AQ bisa kesan
Rizal Fanani,9 tahun lalu,Rumah ku kediri jadi agak deket sama gunung kelud
Dewy Ro,7 tahun lalu,recomended utk berkunjung di gunung ini
Adudu 1910,7 tahun lalu,Because mountain is beautiful. Fresh air and beautiful view.
Firmansyah Hakim,8 tahun lalu,mantab
Onny Hardianto,4 tahun lalu,Cukup membahagiakan keluarga
sasuke,9 tahun lalu,Rumah ku deket ma tempat ini kaya sebelahan
suradi adi,2 tahun lalu,"Mumpung dikediri, dolan ke gunung"
Naryee Buthexz,3 tahun lalu,Amazing...takjub dengan ciptaan tuhan
Dwi Tegar Yanuswantoro,3 tahun lalu,"Elok, pemandangan yang tajub"
Nor Kholiq Ariyanto,8 tahun lalu,Keren dan tak perlu jalan kaki jauh2 😁 …
Rony Kapisa,2 tahun lalu,Kabutnya pas banyak banget
Marvie Shop,setahun lalu,NAMA ASLI ADALAH GUNUNG KAMPUD
aviv azantha,6 tahun lalu,27 Juni 2019
Aman Sentoso,setahun lalu,Pemandangan bagus
Dewi Maisyaroh,7 tahun lalu,"Jangan kesini, ntar gamau pulang loh ..
😁😁 …"
Hikam Fuadi,7 tahun lalu,Gunung wisata yang patut dikunjungi...
Candra Ade Hendrawan,6 tahun lalu,"tempatnya strategis,bersih,nyaman,dan sejuk"
jack poins,7 tahun lalu,Tempat wisata yg elok dan sakral
Adi Prasetyo,7 tahun lalu,Lumayan sayang masuknya mahal
mr ronny,4 tahun lalu,nyaman n santai nikmat bgt
lixga mardani,7 tahun lalu,"Keren abis ,tapi jalan perlu di perbaiki lagi"
Annisa Jamilah,8 tahun lalu,"Pernah kesini sebelum meletus,pengen kesini lagi...!"
Rizky Septiani Mazri,7 tahun lalu,Pmandangan dr atas keren
darwan triyono,7 tahun lalu,"Murah, indah"
Uba Rahmat Setiawan,8 tahun lalu,"Pertama kesini tahun 2008, tempat yang keren"
ganeza Oky,9 tahun lalu,setelah meletus
Dony Masyhuri,8 tahun lalu,Buat yg pengen ngerefresh otak wajib datang ke sini
Agoeng Semi,6 tahun lalu,Recomended buat yg suka traveling
MENCOBA INDIE,5 tahun lalu,"Gak bakalan rugi datang kemari,"
yessheiscecilia,7 tahun lalu,Good place to visit while u going to kediri
Moch. Irvan Saputro,7 tahun lalu,memiliki panorama alam yang sangat indah
Afg Hury,6 tahun lalu,sayang danau kelud gak ada ikannya he he he he he he
AGRO TANAMAN MURAH,8 tahun lalu,Cocok untuk wisata alam
Akhmad Belasting,9 tahun lalu,Easy to climb.. And this what I call mountain climbing (by motorcycle)
Adelia Yasya,8 tahun lalu,View nya bagus bgt 😍 …
corat coret,7 tahun lalu,Indah dan ke hijau pokoknya bikin nyaman
Cahaya Kanaya,6 tahun lalu,Sejuk
Erick Hermawan,8 tahun lalu,Fantastic scenery you must visit this place
R. Rendy Arizona,8 tahun lalu,Nice mountain
syamsul arifin,5 tahun lalu,Pos 3 Menuju Puncak Kelud
purgandoz,8 tahun lalu,Salah satu andalan wisata kabupaen kediri
Ratno Muller,Diedit 6 tahun lalu,Keren parah
Andhika Bagas prasetyo,7 tahun lalu,Banyak sport foto yang bagus
Inisial F,4 tahun lalu,G.kelud apa sudah buka lagi ?
R Y (Flying Dutchman),6 tahun lalu,Salah satu gunung berapi yang masih aktif
Wahyuphe (Wahyuphe),9 tahun lalu,Adem. Good view
Abdul Halim,3 tahun lalu,Bagus pemandanganya
juli irsandhy,7 tahun lalu,Indah banget
varioo varioo,4 tahun lalu,Pemandangan sangat indah
Lintang Gading,6 tahun lalu,Bagus tapi pas kesana mendung wkwkw
Max Tollenar Balitar,7 tahun lalu,gunung dengan spot foto mempesona
Penikmat Makanan,setahun lalu,Keren banget subhanallah
M. Masrur,5 tahun lalu,tempat yang sangat menantang
AYRIN EKALIA,setahun lalu,sejuk poll gesss
Purba Anggara,8 tahun lalu,kelud
BLAKRAAN VESPA,4 tahun lalu,Wisata sambil olahraga
AKAGAMI Shanks,setahun lalu,Pengen bgt kesana
Anang Dwi Rismawan,7 tahun lalu,Salah satu Gunung kebanggaan warga indonesia
habib muhammad,5 tahun lalu,Info dong kelud buka kan
Gatrin Rukmanandi,setahun lalu,Land of down
Shinday Seistyarani,6 tahun lalu,Ga perlu cpek2 jln kaki
ony viranata,5 tahun lalu,gunung yang bersahabat
Lies Permana,9 tahun lalu,One of best place to go in Kediri city
tito kristiyanto nugroho,setahun lalu,Lengkap sudah
Moh Ali Mas'ud,6 tahun lalu,Vocok untuk pendaki pemula
David Sofiyulloh,8 tahun lalu,Gunung yang indah...
ngluyur Thok,2 tahun lalu,Indah aja
Mala Nurbaiti,7 tahun lalu,Subahanawloh.. ciptaan allah emng keren
Daigo Tanu,7 tahun lalu,Salah satu tempat terindah di Indonesia💕 …
Anggi Novi Saputri,5 tahun lalu,👍🍃 …
Jhon Junior,8 tahun lalu,wisata murah yang mewah. 👌 …
Ana Dw,8 tahun lalu,Karena tempatnya bagus
ridho utomo,8 tahun lalu,Tempat yang indah untuk dikunjungi di Kediri
Retno Kurniawati,3 tahun lalu,Tempat favorit untuk ngadem
Ardi Feriyantoko,6 tahun lalu,The one of the most dangerous volcano on earth with beautiful panoramas.
Ardi Saputra,Diedit 8 tahun lalu,Sangat bagus dan segar
Tita Shofyana,6 tahun lalu,Ikon unggulan kota kediri nih..
sRikandi,6 tahun lalu,Pemandangan sangat menajubkan
Afif Fatur,6 tahun lalu,Bagus viewnya
Aryabima Adiaksa,setahun lalu,Temoatnya keren
Lisa Smith,3 tahun lalu,Bagus tempat nya
محمد يسعا احمدي,9 tahun lalu,rugi gk nyoba liburan kesini....
Carment Cortez,7 tahun lalu,"Amazing view, and have a cold weather"
jhe,5 tahun lalu,Sungguh indah ciptaan Allah
Day rapunsel,5 tahun lalu,Okelah
Retno Sekar,4 tahun lalu,Lewat aja
supriasih sukardi,9 tahun lalu,"Agak ngERi

PaNoRAmA ALAMI mempeSoNA"""""
Amry Amirudin,5 tahun lalu,Mantap dan Bagus dan indah
Pak Jun,4 tahun lalu,viewnya bagus
Bagas kara,3 tahun lalu,wisata alam tapi seru
Om Kris,8 tahun lalu,Suasananya nyaman dingin
alamz wizurai,7 tahun lalu,"Ibarat cabai, ""kecil-kecil cabe rawit"".."
Lailatul Maghfiroh,3 tahun lalu,Sangat menakjubkan
Djendral Yulianto,5 tahun lalu,Gak ruh
Adimas Waskito Jati,3 tahun lalu,Gunung yang luar biasa
Nabila Shinta Maylia,6 tahun lalu,Bagus tempatnya
Ekoprasetioeko908 Prasetio,4 tahun lalu,Sangat menarik
Broer 90,8 tahun lalu,View terbaik di jawa timur
eko kurnia,8 tahun lalu,Gaperna bosen kesini. Sejuk 😊 …
Rizzal Nairobbi,5 tahun lalu,Tempat pendakian
Anang Ma'rufin,2 tahun lalu,Indah...
Ahmad Soleh Chamdani (Cak Mad),6 tahun lalu,Wooww amazing 😘👍🏻👍🏻👍🏻❤️🇮🇩 …
Denni Setyawan,5 tahun lalu,Alam banget keren
Yudi,6 tahun lalu,Long time no visit here after erruption in 2014
Jatilondo Semarang,7 tahun lalu,jaga kebersihan dan kelestariannya
Arinta Purwanti,8 tahun lalu,Subhanalloh..indahnya ciptaan Alloh
Icuk Sugiarto,7 tahun lalu,bagus pemandangannya
Sonny Purwanto,8 tahun lalu,tempat wisata yang bagus
mulizav,Diedit 7 tahun lalu,"Tempat yg patut juga untuk di kunjungi , !!!"
Ubaid Nur,7 tahun lalu,Lumayan dingin .wkwkw
Badai Badaiputra,9 tahun lalu,Karna pemandangannya indah
Yasen,8 tahun lalu,Bagus pemandangannya
B A N I CHANNEL,5 tahun lalu,Begitu Indahnya Alama ini
Ageng Ismail,3 tahun lalu,Rodok panas tpi rapopo
home . id,7 tahun lalu,Sayang nggak bisa naik
Bozzqy TV,7 tahun lalu,pemandangan alam bagus
Bagoes Aryana,2 tahun lalu,Indah dan Joss tenan
Bapak Makelar,7 tahun lalu,Bagus lebih tertata
Nurhadi Raditya,8 tahun lalu,Rasakan air hangat di kawahya
Bayu Bagus,7 tahun lalu,Bagus pemandangannya
ESA P,Diedit 7 tahun lalu,Huiiii my faforite gunung blitar
kalun_wijaya,4 tahun lalu,Nice place. I went to kelud twice
Muhammad S' Amien,8 tahun lalu,Masih dalam pengembangan
Restu Dwi Marjoko,8 tahun lalu,Tangga nya tinggi banget
Heri Gusdur,8 tahun lalu,Saya sangat suka sekali
Ah Mantap,3 tahun lalu,Petualangan menyenangkan
Mochamad Denni,8 tahun lalu,Jangan bosan untuk datang lagi.
Pradita Luky,6 tahun lalu,Aksesnya kurang bagus
CA trip,7 tahun lalu,Istimewa
Sando (Sandro),7 tahun lalu,Wonderful
Aidil Alwi,7 tahun lalu,Indah amat nih gunung
Endro Gangbuntu,3 tahun lalu,Sangat bagus 👍👍 …
Ibass ae,7 tahun lalu,Kelud keren 😊 …
Ini Saya,Diedit 4 tahun lalu,Seru...pemandangan juga indah
Ahmad Rafsan,8 tahun lalu,yang dicari kalo kesini pasti nanas
rendi hariyanto,7 tahun lalu,Seru
Muhamad reyhanu,setahun lalu,Apik
Adi Cahyo Santoso,2 tahun lalu,Menarik
Andri Ragil,8 tahun lalu,Amazing
zahra Alima,6 tahun lalu,Lebih eksotis pasca erupsi
ilham hartono putro,8 tahun lalu,Like
Hartoni Toni,8 tahun lalu,rekreasi yang sangat indah
Fabio,7 tahun lalu,"Adem, pemandangan indah"
Aan Mahesa,6 tahun lalu,Sangat indah sekali..
Ilham Ikhtiar,7 tahun lalu,"Gunung indah,asri nyaman,berkabut"
Imron Syafii,7 tahun lalu,Awesome
Bintang Antero,7 tahun lalu,mantab jalannya
DuaTuju Production,8 tahun lalu,"syahduuuuuuuuuu

kiriman foto admedia group"
06:30 Pagipagi,3 tahun lalu,pengalaman mantap
Kecap Asin,9 tahun lalu,Suasananya sangat indah
Mohammad Adam Akbar Nasrullah,Diedit 6 tahun lalu,Lokasinya masih salah min
SANDRAWANA,3 tahun lalu,Gunung kelud benar benar indah
vissel pesek,9 tahun lalu,Tempatnya Bagus
DIMAS FAJAR Sulaiman,7 tahun lalu,Mantap lah pokoknya
Adinda Puspitasari,8 tahun lalu,Karna keindahanya dan ke eksotisanya
ALFIN ZAENAL KAMALA,8 tahun lalu,Tempat yang patut untuk di kunjungi...
F O R T K N O X,6 tahun lalu,pemandanganya bagus
Riris Mouriez,8 tahun lalu,Tempat yang indah
Ibnu Fajar,7 tahun lalu,Mantap jalurnya
Mohammadarifaq Mohammadarifaq,9 tahun lalu,"Yo
Dikoordinir oleh koordinator kopertis"
Rudi Rulozz,7 tahun lalu,Pemandangannya amazing
zihan,8 tahun lalu,wisata yg eksotis
agustin istiyaningrum,8 tahun lalu,Suka buat camp
Iswan Arrauf,5 tahun lalu,Fasilitas mendukung
Exi Silvana,5 tahun lalu,Apakah sudah buka??
bagas putra,6 tahun lalu,Bagus sekali
Taond Mubeanz,4 tahun lalu,view setelah erupsi
Dieng News,setahun lalu,Jooosss
sugeng hariyadi,8 tahun lalu,Sangat bagus dan indah
putridm,4 tahun lalu,tambah tahun tambah cakepp
yuda paramon,8 tahun lalu,Tempat mudah dijangkau
Gahtan Attamimi,9 tahun lalu,Terima kasih atas informasinya
Sefan Putra,7 tahun lalu,Tempat nya indah bangett
Dhihan Zahriz,setahun lalu,Baik
Nafian Alamsyah,6 tahun lalu,Tempat yang indah untuk dikunjungi
Inggit MeiTriana,7 tahun lalu,agakk pans tpi enakk
Satria Bagus Pratama,7 tahun lalu,Tempat bagus dan indah
Wulan Sawitri,7 tahun lalu,Luar biasa indahnya😍 …
Farid Prastiyanto,3 tahun lalu,subhanallah
Alam Nic's,5 tahun lalu,Pemamdangan yang indah
khorifatun mufidah,5 tahun lalu,Masih tutup kemaren
Rejo Satu Kosong,setahun lalu,Mantap
muhammad zahir,6 tahun lalu,Hawanya sejuk mantap
Zio_,4 tahun lalu,Adem murah
Jason Suwandi,3 tahun lalu,The view is incredible.
Agung Cahya,7 tahun lalu,Suasana setelah meletus
Fulandika,5 tahun lalu,sangat indah tempat ini
Risky Dwi P,3 tahun lalu,Ok
laily wardani,8 tahun lalu,Makin lama makin bagus 💞 …
Poncokusumo 40,7 tahun lalu,bukit telatabis indah alami
Santi Arsya,3 tahun lalu,Amazing
Dirgantara78 Zeina,4 tahun lalu,Mantap keren
Muhammad Rizky Agung Pratama,7 tahun lalu,tempat yang bagus di kediri
buknAfiif,4 tahun lalu,nice
YUMPRON FIRDAUS,4 tahun lalu,Good
Semar kreatif Nganjuk,3 tahun lalu,Keren
Yoga Firdaus,3 tahun lalu,Indah
Heru Riswanto,setahun lalu,Bagus
Ah Syahlendra,6 tahun lalu,Indah pada waktunya
Klowor Bawono,2 tahun lalu,uadem enak
Fuad Imam,4 tahun lalu,Indah
abdul mbolang,5 tahun lalu,tempat bagus
Rizky2006 Jionanda,4 tahun lalu,Wonder full Indonesia
Mukti djaya,4 tahun lalu,Nice
Amy Yma,9 tahun lalu,Memang cantik best
sheila izzanabila,8 tahun lalu,Gunung yg indah banget
adang septi,8 tahun lalu,rekreasi didini lho
Brian Sate,4 tahun lalu,Nicee
Amriza Doni,6 tahun lalu,"Es buah dan lain"""
Muhammad Nashrulloh,3 tahun lalu,Siip
zainul afin,setahun lalu,baik
cecilia bianca,3 tahun lalu,BAGUSSS BANGETTT SUMPAHHHH 😭😭😭 …
ayrot ayrot,5 tahun lalu,Tempat belajar
Ade daru,4 tahun lalu,Sejuk
tomas hidayat,4 tahun lalu,mantul
Super Kresno,4 tahun lalu,Goooddddd
Budiyono Ristianto,3 tahun lalu,Mantab bro
Macancul Huda,6 tahun lalu,Amazing
Iam Muhrozi,6 tahun lalu,Like
Agus Sholeh,4 tahun lalu,Mazing
Prabu Brawijaya XX,5 tahun lalu,Beautiful
Tofan Mursyidto,7 tahun lalu,Akses mulai diperbaiki
star bintang,4 tahun lalu,Mantap
iwul tube,5 tahun lalu,Keren
jandris mas F,8 tahun lalu,Belum pernah k sana
echo tenan,5 tahun lalu,Sejuk
faris anwar,6 tahun lalu,Wow
Handy Susilo,5 tahun lalu,Ok
Mila Wigati,5 tahun lalu,Mudah untuk ditempuh
Ms topah Small,5 tahun lalu,Jauh
Viona Permata,6 tahun lalu,Bagus banget
Hilmun Zahrina,8 tahun lalu,Kelud has an amazing scenery
